keyword,intent,funnel,cluster,geoClass,demand,difficulty,opportunity,commercial,directorySerp,parentIntent,entities,page,links,priority
private school in ikoyi,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a private school near Ikoyi,private school; Ikoyi,/academics/,/academics/ /admission/ /contact/,P4
private school in gbagada,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a private school near Gbagada,private school; Gbagada,/academics/,/academics/ /admission/ /contact/,P4
private school in mushin,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a private school near Mushin,private school; Mushin,/academics/,/academics/ /admission/ /contact/,P4
private school in oshodi,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a private school near Oshodi,private school; Oshodi,/academics/,/academics/ /admission/ /contact/,P4
schools in mile 12,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a schools near Mile 12,schools; Mile 12,/academics/,/academics/ /admission/ /contact/,P4
schools in victoria island,commercial,consideration,core,lagos_area,2.4,38,25,4,false,find a schools near Victoria Island,schools; Victoria Island,/academics/,/academics/ /admission/ /contact/,P4
secondary school in ikeja,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ikeja,secondary school; Ikeja,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in lekki,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Lekki,secondary school; Lekki,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in yaba,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Yaba,secondary school; Yaba,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in surulere,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Surulere,secondary school; Surulere,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in maryland,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Maryland,secondary school; Maryland,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in magodo,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Magodo,secondary school; Magodo,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ketu,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ketu,secondary school; Ketu,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in mile 12,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Mile 12,secondary school; Mile 12,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ojota,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ojota,secondary school; Ojota,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in berger,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Berger,secondary school; Berger,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in agege,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Agege,secondary school; Agege,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in alimosho,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Alimosho,secondary school; Alimosho,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ikotun,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ikotun,secondary school; Ikotun,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in egbeda,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Egbeda,secondary school; Egbeda,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in shomolu,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Shomolu,secondary school; Shomolu,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in bariga,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Bariga,secondary school; Bariga,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ojodu,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ojodu,secondary school; Ojodu,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in isolo,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Isolo,secondary school; Isolo,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in festac,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Festac,secondary school; Festac,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ajah,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ajah,secondary school; Ajah,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in epe,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Epe,secondary school; Epe,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in sangotedo,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Sangotedo,secondary school; Sangotedo,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in victoria island,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Victoria Island,secondary school; Victoria Island,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in ikoyi,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Ikoyi,secondary school; Ikoyi,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in gbagada,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Gbagada,secondary school; Gbagada,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in mushin,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Mushin,secondary school; Mushin,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
secondary school in oshodi,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a secondary school near Oshodi,secondary school; Oshodi,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
college in mile 12,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a college near Mile 12,college; Mile 12,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
college in victoria island,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a college near Victoria Island,college; Victoria Island,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in ikeja,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Ikeja,junior secondary school; Ikeja,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in lekki,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Lekki,junior secondary school; Lekki,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in yaba,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Yaba,junior secondary school; Yaba,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in surulere,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Surulere,junior secondary school; Surulere,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in maryland,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Maryland,junior secondary school; Maryland,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in magodo,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Magodo,junior secondary school; Magodo,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in ketu,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Ketu,junior secondary school; Ketu,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in mile 12,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Mile 12,junior secondary school; Mile 12,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in ojota,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Ojota,junior secondary school; Ojota,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in berger,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Berger,junior secondary school; Berger,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in agege,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Agege,junior secondary school; Agege,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
junior secondary school in alimosho,commercial,consideration,secondary,lagos_area,2.4,38,25,4,false,find a junior secondary school near Alimosho,junior secondary school; Alimosho,/academics/royal-college/,/curriculum/ /graduate-profile/ /admission/,P4
